requirement,function_name,test,status,error,stdout,timestamp
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(7, 4) == False",pass,,,2025-05-04 00:57:50.306388
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(15, 7) == False",fail,,,2025-05-04 00:57:50.306432
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(12, 8) == True",pass,,,2025-05-04 00:57:50.306453
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1024, 2048) == True",fail,,,2025-05-04 00:57:50.306477
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1023, 1022) == True",pass,,,2025-05-04 00:57:50.306499
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This is a test string with some long words.') == ['This', 'test', 'string', 'with', 'some', 'long', 'words']",pass,,,2025-05-04 00:57:56.360383
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('The quick brown fox jumps over the lazy dog') == ['quick', 'brown', 'jumps', 'over', 'lazy', 'dog']",fail,,,2025-05-04 00:57:56.360446
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('One two three four five six seven eight nine ten') == ['three', 'four', 'five', 'seven', 'eight', 'nine']",pass,,,2025-05-04 00:57:56.360491
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('hello world, hello python') == ['hello', 'world', 'hello', 'python']",pass,,,2025-05-04 00:57:56.360527
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words(' a  very   long    string ') == ['very', 'long', 'string']",pass,,,2025-05-04 00:57:56.360558
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('word words wordle') == ['word', 'words', 'wordle']",pass,,,2025-05-04 00:57:56.360589
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This is a string. Another string here.') == ['This', 'string', 'Another', 'string', 'here']",pass,,,2025-05-04 00:57:56.360624
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('1234 5678 9012') == ['1234', '5678', '9012']",pass,,,2025-05-04 00:57:56.360654
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,assert find_long_words('abcd abc ab a') == ['abcd'],pass,,,2025-05-04 00:57:56.360679
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,assert find_long_words('') == [],pass,,,2025-05-04 00:57:56.360703
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,assert find_long_words('.... .... ....') == [],pass,,,2025-05-04 00:57:56.360744
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('very-long-word') == ['very', 'long', 'word']",pass,,,2025-05-04 00:57:56.360777
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('four. five, six!') == ['four', 'five', 'six']",fail,,,2025-05-04 00:57:56.360808
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([1, 2, 3, 4, 5]) == [1, 4, 9, 16, 25]",pass,,,2025-05-04 00:58:17.032212
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([-1, 0, 1]) == [1, 0, 1]",pass,,,2025-05-04 00:58:17.032247
Write a function to find squares of individual elements in a list using lambda function.,square_list,assert square_list([]) == [],pass,,,2025-05-04 00:58:17.032266
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([2.5, 3.5]) == [6.25, 12.25]",pass,,,2025-05-04 00:58:17.032292
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([-2, 3, -4, 5]) == [4, 9, 16, 25]",pass,,,2025-05-04 00:58:17.032319
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aaaa') == 1,pass,,,2025-05-04 00:58:21.310823
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcabc') == 3,pass,,,2025-05-04 00:58:21.310864
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcd') == 4,pass,,,2025-05-04 00:58:21.310895
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abab') == 2,pass,,,2025-05-04 00:58:21.310924
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcda') == 5,pass,,,2025-05-04 00:58:21.310946
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('') == 0,pass,,,2025-05-04 00:58:21.310967
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('a') == 1,pass,,,2025-05-04 00:58:21.310988
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aa') == 1,pass,,,2025-05-04 00:58:21.311008
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aba') == 3,pass,,,2025-05-04 00:58:21.311030
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcdabcd') == 4,pass,,,2025-05-04 00:58:21.311052
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('xyzwvutsrqponmlkjihgfedcba') == 26,pass,,,2025-05-04 00:58:21.311079
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2, 3], [4, 8, 2], [1, 5, 3]], 2, 2) == 8",pass,,,2025-05-04 00:58:33.065294
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2, 3], [4, 8, 2], [1, 5, 3]], 0, 0) == 1",pass,,,2025-05-04 00:58:33.065368
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2, 3], [4, 8, 2], [1, 5, 3]], 1, 1) == 9",pass,,,2025-05-04 00:58:33.065428
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[10, 20, 30], [5, 1, 2], [7, 3, 9]], 2, 2) == 22",fail,,,2025-05-04 00:58:33.065498
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 2], [3, 4]], 1, 1) == 8",fail,,,2025-05-04 00:58:33.065558
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[4,5,6],[1,2,3],[7,8,9]], 2, 2) == 21",fail,,,2025-05-04 00:58:33.065622
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1]], 0, 0) == 1",pass,,,2025-05-04 00:58:33.065661
"Write a function to find the minimum cost path to reach (m, n) from (0, 0) for the given cost matrix cost[][] and a position (m, n) in cost[][].",min_cost_path,"assert min_cost_path([[1, 5], [6, 2]], 1, 1) == 8",fail,,,2025-05-04 00:58:33.065708
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(3, 4), (5, 6)]) == [(3, 4)]",pass,,,2025-05-04 00:58:36.372403
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(5, 6), (7, 8)]) == []",pass,,,2025-05-04 00:58:36.372442
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4), (1, 2)], [(1, 2), (5, 6)]) == [(1, 2)]",fail,,,2025-05-04 00:58:36.372487
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([], [(1, 2), (5, 6)]) == []",pass,,,2025-05-04 00:58:36.372514
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (5, 6)], []) == []",pass,,,2025-05-04 00:58:36.372538
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2), (3, 4)], [(3, 4), (1, 2)]) == [(3, 4), (1, 2)]",fail,,,2025-05-04 00:58:36.372576
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 'a'), (2, 'b')], [(2, 'b'), (3, 'c')]) == [(2, 'b')]",pass,,,2025-05-04 00:58:36.372612
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1.1, 2.2), (3.3, 4.4)], [(3.3, 4.4), (5.5, 6.6)]) == [(3.3, 4.4)]",pass,,,2025-05-04 00:58:36.372651
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([(1, 2, 3), (4, 5, 6)], [(4, 5, 6), (7, 8, 9)]) == [(4, 5, 6)]",pass,,,2025-05-04 00:58:36.372700
Write a function to find the similar elements from the given two tuple lists.,find_similar_elements,"assert find_similar_elements([('a', 'b'), ('c', 'd')], [('c', 'd'), ('e', 'f')]) == [('c', 'd')]",pass,,,2025-05-04 00:58:36.372734
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 3, 4, 5, 6, 7, 8, 9, 10]) == [4, 6, 8, 9, 10]",pass,,,2025-05-04 00:58:39.653289
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([11, 13, 17, 19]) == []",pass,,,2025-05-04 00:58:39.653333
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([1, 2, 3, 5, 7, 11]) == [1]",pass,,,2025-05-04 00:58:39.653376
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([0, 1, 4, 6, 8, 9]) == [0, 1, 4, 6, 8, 9]",pass,,,2025-05-04 00:58:39.653444
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([2, 4, 2, 4, 2]) == [4, 4]",pass,,,2025-05-04 00:58:39.653482
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([100, 101, 102, 103]) == [100, 102]",pass,,,2025-05-04 00:58:39.653518
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([]) == [],pass,,,2025-05-04 00:58:39.653541
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([1]) == [1],pass,,,2025-05-04 00:58:39.653566
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([2]) == [],pass,,,2025-05-04 00:58:39.653601
Write a python function to identify non-prime numbers.,find_non_primes,assert find_non_primes([4]) == [4],pass,,,2025-05-04 00:58:39.653632
Write a python function to identify non-prime numbers.,find_non_primes,"assert find_non_primes([-1, 0, 1, 2, 3, 4]) == [-1, 0, 1, 4]",pass,,,2025-05-04 00:58:39.653672
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([3, 1, 4, 1, 5, 9, 2, 6], 3) == [9, 6, 5]",pass,,,2025-05-04 00:58:50.917608
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([1, 2, 3, 4, 5], 1) == [5]",pass,,,2025-05-04 00:58:50.917677
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([5, 4, 3, 2, 1], 5) == [5, 4, 3, 2, 1]",pass,,,2025-05-04 00:58:50.917728
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([1, 1, 1, 1, 1], 1) == [1]",pass,,,2025-05-04 00:58:50.917763
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([1, 5, 2, 8, 3], 0) == []",pass,,,2025-05-04 00:58:50.917817
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([-1, -5, -2, -8, -3], 2) == [-1, -2]",pass,,,2025-05-04 00:58:50.917861
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([10, 5, 8, 20, 15], 2) == [20, 15]",pass,,,2025-05-04 00:58:50.917899
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([10, 5, 8, 20, 15], 5) == [20, 15, 10, 8, 5]",pass,,,2025-05-04 00:58:50.917938
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([1, 2, 3], 5) == [3, 2, 1]",pass,,,2025-05-04 00:58:50.917972
Write a function to find the largest integers from a given list of numbers using heap queue algorithm.,find_largest_integers,"assert find_largest_integers([3, 1, 4, 1, 5, 9, 2, 6], 4) == [9, 6, 5, 4]",pass,,,2025-05-04 00:58:50.918022
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(0) == 1,error,list assignment index out of range,,2025-05-04 00:58:55.216013
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(1) == 0,pass,,,2025-05-04 00:58:55.216036
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(2) == 3,pass,,,2025-05-04 00:58:55.216055
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(3) == 0,pass,,,2025-05-04 00:58:55.216070
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(4) == 11,pass,,,2025-05-04 00:58:55.216089
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(6) == 41,pass,,,2025-05-04 00:58:55.216107
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(8) == 153,pass,,,2025-05-04 00:58:55.216123
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(10) == 571,pass,,,2025-05-04 00:58:55.216141
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(12) == 2131,pass,,,2025-05-04 00:58:55.216167
Write a function to find the number of ways to fill it with 2 x 1 dominoes for the given 3 x n board.,count_domino_fillings,assert count_domino_fillings(14) == 7953,pass,,,2025-05-04 00:58:55.216187
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(10, 11) == True",pass,,,2025-05-04 00:59:17.760396
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(5, 4) == True",pass,,,2025-05-04 00:59:17.760421
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 2) == True",fail,,,2025-05-04 00:59:17.760443
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(7, 6) == True",pass,,,2025-05-04 00:59:17.760461
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(0, 1) == True",pass,,,2025-05-04 00:59:17.760478
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(10, 8) == False",fail,,,2025-05-04 00:59:17.760495
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(5, 1) == False",fail,,,2025-05-04 00:59:17.760513
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(1, 7) == False",pass,,,2025-05-04 00:59:17.760529
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(0, 0) == False",pass,,,2025-05-04 00:59:17.760545
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(15, 14) == True",pass,,,2025-05-04 00:59:17.760562
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(15, 12) == False",pass,,,2025-05-04 00:59:17.760577
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(255, 254) == True",pass,,,2025-05-04 00:59:17.760592
Write a python function to check whether the two numbers differ at one bit position only or not.,differ_at_one_bit,"assert differ_at_one_bit(255, 127) == False",fail,,,2025-05-04 00:59:17.760609
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This is a test string with some long words.') == ['This', 'test', 'string', 'with', 'some', 'long', 'words']",pass,,,2025-05-04 00:59:22.207951
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('The quick brown fox jumps over the lazy dog') == ['quick', 'brown', 'jumps', 'over', 'lazy', 'dog']",fail,,,2025-05-04 00:59:22.208016
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('One two three four five six seven eight nine ten') == ['three', 'four', 'five', 'seven', 'eight', 'nine']",pass,,,2025-05-04 00:59:22.208052
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('hello world programming python') == ['hello', 'world', 'programming', 'python']",pass,,,2025-05-04 00:59:22.208080
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('a ab abc abcd abcde abcdef') == ['abcd', 'abcde', 'abcdef']",pass,,,2025-05-04 00:59:22.208105
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,assert find_long_words('') == [],pass,,,2025-05-04 00:59:22.208124
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('1234 5678 9012') == ['1234', '5678', '9012']",pass,,,2025-05-04 00:59:22.208148
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('a very long sentence.') == ['very', 'long', 'sentence']",pass,,,2025-05-04 00:59:22.208170
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('This string contains numbers like 1234 and words.') == ['This', 'string', 'contains', 'numbers', 'like', '1234', 'words']",pass,,,2025-05-04 00:59:22.208200
Write a function to find all words which are at least 4 characters long in a string by using regex.,find_long_words,"assert find_long_words('Words with punctuation, like: hello!') == ['Words', 'with', 'punctuation', 'like', 'hello']",pass,,,2025-05-04 00:59:22.208226
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([1, 2, 3, 4, 5]) == [1, 4, 9, 16, 25]",pass,,,2025-05-04 00:59:30.007064
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([-1, 0, 1]) == [1, 0, 1]",pass,,,2025-05-04 00:59:30.007190
Write a function to find squares of individual elements in a list using lambda function.,square_list,assert square_list([]) == [],pass,,,2025-05-04 00:59:30.007225
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([2.5, 3.5, 4.5]) == [6.25, 12.25, 20.25]",pass,,,2025-05-04 00:59:30.007276
Write a function to find squares of individual elements in a list using lambda function.,square_list,"assert square_list([-2, 3, -4, 5]) == [4, 9, 16, 25]",pass,,,2025-05-04 00:59:30.007321
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aaaa') == 1,pass,,,2025-05-04 00:59:34.392327
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abab') == 2,pass,,,2025-05-04 00:59:34.392362
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcabc') == 3,pass,,,2025-05-04 00:59:34.392389
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcd') == 4,pass,,,2025-05-04 00:59:34.392414
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('abcda') == 5,pass,,,2025-05-04 00:59:34.392438
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('geeksforgeeks') == 5,fail,,,2025-05-04 00:59:34.392467
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('XabcabcYabcabcZ') == 12,fail,,,2025-05-04 00:59:34.392496
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('') == 0,pass,,,2025-05-04 00:59:34.392520
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('a') == 1,pass,,,2025-05-04 00:59:34.392542
Write a python function to find the minimum number of rotations required to get the same string.,min_rotations,assert min_rotations('aaab') == 4,pass,,,2025-05-04 00:59:34.392566
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 8, 2, 23, 7, -4, 18, 23, 42, 37, 2], 5) == [-4, 1, 2, 2, 7]",pass,,,2025-05-04 00:59:38.137412
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3], 0) == []",pass,,,2025-05-04 00:59:38.137453
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([], 5) == []",pass,,,2025-05-04 00:59:38.137479
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([5, 5, 5, 5, 5], 3) == [5, 5, 5]",pass,,,2025-05-04 00:59:38.137522
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([5, 4, 3, 2, 1], 5) == [1, 2, 3, 4, 5]",pass,,,2025-05-04 00:59:38.137562
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 2, 3, 4, 5], -1) == []",pass,,,2025-05-04 00:59:38.137594
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([1, 1, 1, 1, 1], 1) == [1]",pass,,,2025-05-04 00:59:38.137630
Write a function to get the n smallest items from a dataset.,get_n_smallest,"assert get_n_smallest([3, 1, 4, 1, 5, 9, 2, 6], 4) == [1, 1, 2, 3]",pass,,,2025-05-04 00:59:38.137674
